"Date","Category","Priority"
2025-11-18,"Service Quality","Medium"
2026-03-20,"Billing Issues","Medium"
2026-01-05,"Information Requests","Low"
2026-03-04,"Third-party Issues","Low"
2026-04-08,"Cancellation Requests","Low"
2026-01-17,"Refund Requests","Medium"
2025-11-26,"Billing Issues","Low"
2025-11-04,"Account Access","Low"
2025-11-18,"Customer Behaviour","Low"
2025-12-30,"Subscription Issues","Low"
2025-11-02,"Product Defects","Medium"
2025-10-27,"Fraud/Scam Concerns","Medium"
2025-11-02,"App Issues","High"
2025-10-22,"Cancellation Requests","Low"
2025-10-18,"Billing Issues","Medium"
2025-12-16,"Product Defects","Low"
2026-01-26,"Billing Issues","Medium"
2025-12-22,"Cancellation Requests","Low"
2025-12-01,"Website Problems","Low"
2025-10-18,"Technical Errors","Medium"
2025-10-30,"Third-party Issues","Medium"
2026-04-17,"Service Quality","Medium"
2026-02-27,"Product Defects","Medium"
2026-04-28,"Service Quality","Low"
2025-11-18,"Account Access","Medium"
2026-05-31,"Customer Behaviour","High"
2026-05-15,"Technical Errors","High"
2025-10-02,"Fraud/Scam Concerns","High"
2026-04-10,"Account Access","High"
2025-12-30,"Billing Issues","High"
2026-02-19,"Account Access","High"
2026-02-09,"Billing Issues","High"
2026-01-26,"Payment Failures","Low"
2026-05-02,"Customer Behaviour","Low"
2026-03-06,"Delivery Delays","Low"
2026-04-16,"Refund Requests","Low"
2026-05-08,"Product Defects","Medium"
2025-12-01,"Website Problems","High"
2025-11-02,"Information Requests","Low"
2026-03-08,"Cancellation Requests","High"
2026-03-24,"Service Quality","Low"
2026-04-16,"Product Defects","Low"
2026-04-07,"Technical Errors","Low"
2026-01-27,"Payment Failures","High"
2026-01-01,"Cancellation Requests","Low"
2025-10-23,"Technical Errors","Medium"
2025-12-16,"Billing Issues","High"
2026-02-08,"Technical Errors","High"
2026-04-17,"Service Quality","High"
2025-10-07,"Delivery Delays","Medium"
2026-02-09,"Communication Problems","Low"
2026-03-08,"Billing Issues","Medium"
2025-12-29,"Billing Issues","Medium"
2026-04-30,"Delivery Delays","Low"
2025-11-05,"Subscription Issues","Low"
2026-06-05,"Customer Behaviour","Medium"
2026-01-03,"Payment Failures","Medium"
2026-02-09,"Service Quality","High"
2025-11-23,"Product Defects","Low"
2026-02-01,"Service Quality","Medium"
2025-12-15,"Payment Failures","High"
2026-04-16,"Refund Requests","Medium"
2026-05-31,"Billing Issues","Low"
2026-03-11,"Cancellation Requests","High"
2025-10-25,"Service Quality","Low"
2026-03-01,"Information Requests","High"
2025-12-21,"Subscription Issues","Low"
2026-04-09,"Fraud/Scam Concerns","High"
2026-01-28,"Website Problems","Low"
2026-06-05,"Information Requests","Low"
2026-05-10,"Customer Behaviour","Low"
2025-12-18,"Customer Behaviour","High"
2025-10-26,"Billing Issues","Low"
2026-06-02,"Billing Issues","High"
2025-12-09,"Refund Requests","Low"
2026-05-23,"Data/Privacy Queries","Medium"
2026-01-04,"Customer Behaviour","Medium"
2026-05-10,"Product Defects","High"
2026-01-15,"Billing Issues","Medium"
2026-06-07,"Refund Requests","Low"
2025-11-03,"Customer Behaviour","High"
2026-05-03,"Delivery Delays","Medium"
2026-04-04,"Billing Issues","Low"
2025-11-22,"Account Access","High"
2025-12-20,"Billing Issues","Medium"
2025-12-22,"Billing Issues","Low"
2026-05-16,"Service Quality","Low"
2026-01-11,"Service Quality","Low"
2025-12-29,"Delivery Delays","Medium"
2026-04-26,"App Issues","Medium"
2026-04-25,"Product Defects","Medium"
2026-04-17,"Technical Errors","Low"
2026-05-17,"Service Quality","Low"
2026-04-06,"Technical Errors","High"
2025-12-04,"Delivery Delays","Low"
2026-04-16,"Account Access","High"
2025-11-22,"Subscription Issues","Low"
2026-01-23,"Billing Issues","Medium"
2025-11-14,"Account Access","Medium"
2026-06-01,"Product Defects","Medium"
2026-02-23,"Technical Errors","Low"
2026-04-11,"Service Quality","High"
2026-01-10,"Technical Errors","High"
2025-10-29,"Refund Requests","Medium"
2026-04-16,"Data/Privacy Queries","Low"
2025-11-08,"Account Access","Medium"
2026-03-24,"Product Defects","Low"
2026-05-26,"Billing Issues","Low"
2026-04-12,"Complaints Handling","Low"
2026-03-01,"Complaints Handling","Low"
2025-11-15,"Service Quality","Medium"
2025-12-05,"Billing Issues","Low"
2025-10-17,"Delivery Delays","Medium"
2026-02-20,"Service Quality","Low"
2026-02-03,"Service Quality","Medium"
2026-01-30,"Product Defects","High"
2025-12-12,"Complaints Handling","Medium"
2026-05-23,"Data/Privacy Queries","Low"
2026-05-03,"Delivery Delays","Low"
2026-03-10,"Service Quality","Low"
2025-10-27,"Subscription Issues","Medium"
2025-12-21,"Information Requests","Low"
2025-11-23,"Delivery Delays","Low"
2025-10-20,"Technical Errors","High"
2026-02-01,"Billing Issues","Medium"
2026-01-08,"Cancellation Requests","Low"
2026-03-12,"Information Requests","Low"
2026-02-19,"Subscription Issues","High"
2025-10-01,"Subscription Issues","Low"
2025-12-11,"Billing Issues","Medium"
2026-01-12,"Service Quality","Low"
2026-02-24,"App Issues","High"
2026-03-21,"Service Quality","High"
2026-01-21,"App Issues","Medium"
2026-05-05,"Billing Issues","Low"
2026-04-15,"Cancellation Requests","Low"
2025-10-23,"Fraud/Scam Concerns","Low"
2025-11-30,"Delivery Delays","Low"
2026-03-02,"Third-party Issues","Low"
2026-05-23,"Website Problems","High"
2026-04-05,"Billing Issues","Medium"
2025-11-12,"Delivery Delays","Low"
2025-10-11,"Product Defects","Low"
2025-11-15,"Information Requests","Low"
2026-02-10,"Service Quality","Low"
2026-01-12,"Customer Behaviour","Low"
2025-12-15,"Billing Issues","Low"
2026-03-05,"Subscription Issues","Medium"
2026-05-08,"Third-party Issues","High"
2026-01-01,"Billing Issues","Low"
2026-05-25,"Account Access","Low"
2026-03-02,"Account Access","Low"
2025-10-08,"Subscription Issues","Low"
2026-01-03,"Customer Behaviour","Low"
2026-05-23,"Service Quality","Low"
2026-04-20,"Delivery Delays","Low"
2025-10-13,"Customer Behaviour","Medium"
2026-05-16,"Information Requests","Low"
2026-03-05,"Payment Failures","Low"
2025-12-14,"Billing Issues","High"
2025-10-07,"Delivery Delays","Medium"
2026-06-01,"Product Defects","Low"
2025-12-11,"Technical Errors","Medium"
2025-11-15,"Technical Errors","High"
2026-03-18,"Billing Issues","Medium"
2025-11-06,"Subscription Issues","Low"
2026-01-24,"Delivery Delays","Low"
2026-01-27,"Technical Errors","High"
2025-10-24,"Technical Errors","Medium"
2026-01-13,"Information Requests","Low"
2026-05-25,"Service Quality","Medium"
2026-03-31,"Fraud/Scam Concerns","Medium"
2025-10-30,"Customer Behaviour","Medium"
2026-01-12,"Product Defects","Low"
2026-02-02,"Service Quality","Medium"
2026-04-04,"Subscription Issues","Low"
2025-12-14,"Billing Issues","Low"
2025-10-28,"Data/Privacy Queries","Low"
2026-01-10,"Account Access","Medium"
2026-05-16,"Payment Failures","High"
2025-10-05,"Billing Issues","High"
2025-12-28,"Delivery Delays","Low"
2025-10-01,"App Issues","Low"
2026-05-17,"Cancellation Requests","Low"
2026-04-20,"Service Quality","Medium"
2025-11-18,"Product Defects","Medium"
2025-11-04,"Subscription Issues","Low"
2025-10-24,"Billing Issues","Low"
2026-05-08,"Product Defects","High"
2026-01-11,"App Issues","Low"
2026-03-31,"Delivery Delays","High"
2025-11-04,"Technical Errors","High"
2026-01-17,"Cancellation Requests","Medium"
2025-12-06,"Cancellation Requests","Medium"
2025-12-17,"Billing Issues","Low"
2025-10-03,"Customer Behaviour","Low"
2026-05-09,"Subscription Issues","Low"
2026-02-28,"Customer Behaviour","High"
2025-12-16,"Fraud/Scam Concerns","Low"
2026-05-02,"Service Quality","Medium"
2025-11-21,"Account Access","High"
2025-12-02,"Product Defects","Low"
2026-01-01,"Complaints Handling","Low"
2026-05-01,"Complaints Handling","Low"
2025-11-11,"App Issues","Low"
2025-12-15,"Information Requests","Low"
2026-02-23,"Communication Problems","Medium"
2026-04-16,"Complaints Handling","High"
2026-04-26,"Account Access","Low"
2025-10-11,"Customer Behaviour","Low"
2026-04-20,"Account Access","Low"
2026-03-03,"Delivery Delays","Medium"
2026-05-30,"Information Requests","High"
2025-11-27,"Third-party Issues","Low"
2025-11-30,"Product Defects","Low"
2026-05-30,"Billing Issues","Low"
2026-01-25,"Delivery Delays","Low"
2025-12-05,"Information Requests","Low"
2025-10-24,"Technical Errors","High"
2025-12-08,"Customer Behaviour","High"
2026-06-08,"Technical Errors","High"
2025-10-09,"Product Defects","Low"
2025-11-12,"Billing Issues","Medium"
2026-04-28,"Website Problems","Medium"
2026-03-22,"Product Defects","Medium"
2025-11-18,"Delivery Delays","Low"
2026-04-16,"Subscription Issues","Low"
2026-05-19,"Third-party Issues","Medium"
2026-03-14,"Data/Privacy Queries","High"
2026-06-05,"Third-party Issues","High"
2026-01-08,"Third-party Issues","High"
2026-02-13,"Account Access","Medium"
2026-02-03,"Communication Problems","Low"
2025-11-14,"Communication Problems","Medium"
2026-03-15,"Website Problems","Medium"
2026-05-31,"Product Defects","Medium"
2026-01-15,"Complaints Handling","Low"
2025-10-14,"Cancellation Requests","Low"
2026-05-29,"Complaints Handling","Medium"
2026-06-03,"Delivery Delays","Medium"
2026-05-30,"Account Access","Medium"
2025-10-25,"Billing Issues","Medium"
2026-02-11,"Service Quality","Medium"
2025-10-01,"Data/Privacy Queries","Low"
2026-04-07,"App Issues","Medium"
2025-10-30,"Information Requests","Low"
2026-04-10,"Communication Problems","Medium"
2026-02-12,"Account Access","Low"
2025-10-02,"Billing Issues","High"
2026-04-03,"Complaints Handling","Low"
2026-03-10,"Service Quality","Low"
2026-05-03,"Account Access","Low"
2025-11-26,"Delivery Delays","High"
2025-10-24,"Cancellation Requests","Medium"
2026-03-09,"Customer Behaviour","Low"
2026-03-04,"Technical Errors","High"
2026-03-09,"Refund Requests","Low"
2026-03-18,"Customer Behaviour","Low"
2025-10-02,"Data/Privacy Queries","Medium"
2026-03-18,"Account Access","Medium"
2026-04-07,"Billing Issues","Medium"
2026-01-02,"Billing Issues","Low"
2026-03-11,"Technical Errors","Low"
2026-03-01,"Other","Low"
2025-11-06,"Service Quality","Medium"
2026-02-21,"Service Quality","Low"
2026-01-21,"Complaints Handling","Medium"
2026-03-28,"Account Access","Medium"
2026-02-06,"Delivery Delays","Low"
2026-01-08,"Delivery Delays","Medium"
2026-05-01,"Product Defects","High"
2026-05-31,"Communication Problems","Low"
2026-01-13,"Delivery Delays","High"
2026-01-20,"Service Quality","Low"
2026-05-28,"Information Requests","Low"
2025-10-30,"Fraud/Scam Concerns","Low"
2026-03-05,"Cancellation Requests","Low"
2026-01-26,"Service Quality","Low"
2026-03-14,"Billing Issues","Low"
2026-03-20,"Website Problems","High"
2026-02-13,"Website Problems","Low"
2026-02-14,"Product Defects","Low"
2026-01-27,"Product Defects","Low"
2025-12-20,"Billing Issues","Low"
2025-11-06,"Technical Errors","Medium"
2026-02-03,"Product Defects","Medium"
2026-05-18,"Billing Issues","Low"
2026-06-01,"Service Quality","Medium"
2026-03-04,"Account Access","Low"
2026-02-24,"Delivery Delays","High"
2026-01-02,"Payment Failures","Medium"
2026-02-03,"Service Quality","Low"
2025-12-11,"Refund Requests","Medium"
2026-03-10,"Subscription Issues","Low"
2026-01-01,"Delivery Delays","Low"
2026-04-08,"Service Quality","Low"
2025-12-12,"Billing Issues","Low"
2026-02-17,"Account Access","Low"
2026-05-19,"Delivery Delays","Low"
2026-03-17,"Cancellation Requests","High"
2025-11-05,"App Issues","Low"
2025-10-18,"Technical Errors","High"
2026-04-19,"Subscription Issues","Low"
2026-06-04,"Customer Behaviour","Low"
2026-02-06,"Third-party Issues","Low"
2026-04-07,"Account Access","Low"
2025-10-06,"Payment Failures","High"
2025-12-14,"Product Defects","High"
2025-11-22,"Complaints Handling","Medium"
2026-02-17,"Fraud/Scam Concerns","Low"
2026-05-11,"Delivery Delays","Medium"
2026-04-30,"Technical Errors","High"
2025-12-17,"Product Defects","Medium"
2025-11-26,"Customer Behaviour","High"
2026-03-24,"Cancellation Requests","Low"
2026-01-27,"Service Quality","High"
2025-10-12,"Complaints Handling","Low"
2026-05-22,"Delivery Delays","Medium"
2025-12-20,"Billing Issues","High"
2026-04-09,"Delivery Delays","Medium"
2026-04-29,"Website Problems","Medium"
2026-03-22,"Third-party Issues","High"
2026-02-14,"Customer Behaviour","Low"
2025-12-22,"Payment Failures","Medium"
2025-10-14,"Account Access","Low"
2025-10-04,"App Issues","Low"
2026-05-11,"Service Quality","Medium"
2026-03-01,"Product Defects","Medium"
2026-02-05,"Complaints Handling","Low"
2025-11-04,"Website Problems","Low"
2025-11-24,"Cancellation Requests","High"
2025-10-28,"Information Requests","Medium"
2025-11-22,"Complaints Handling","Low"
2026-01-14,"Billing Issues","Low"
2026-06-08,"Refund Requests","Low"
2025-12-06,"Information Requests","Medium"
2026-05-14,"Customer Behaviour","Medium"
2026-05-12,"Delivery Delays","Low"
2026-01-21,"Customer Behaviour","Low"
2026-04-24,"Data/Privacy Queries","High"
2026-05-18,"Refund Requests","Medium"
2026-01-27,"Information Requests","Medium"
2026-05-15,"Service Quality","Medium"
2026-06-06,"Customer Behaviour","High"
2025-11-06,"Website Problems","Medium"
2025-10-04,"Cancellation Requests","Low"
2026-03-04,"App Issues","Medium"
2026-03-21,"Website Problems","High"
2026-05-07,"Customer Behaviour","Low"
2026-01-18,"Service Quality","High"
2026-03-20,"Delivery Delays","Low"
2025-11-25,"Product Defects","Medium"
2026-03-17,"Technical Errors","High"
2026-03-25,"Technical Errors","High"
2026-02-13,"Product Defects","Low"
2025-12-02,"Cancellation Requests","Low"
2026-04-30,"Information Requests","Medium"
2026-01-01,"Delivery Delays","Medium"
2026-05-08,"Payment Failures","Medium"
2026-03-08,"Account Access","Medium"
2025-11-03,"Delivery Delays","Low"
2025-11-05,"Billing Issues","Medium"
2026-03-16,"Refund Requests","Medium"
2026-02-17,"Website Problems","Low"
2026-05-16,"Cancellation Requests","Medium"
2026-03-16,"Customer Behaviour","Low"
2026-05-09,"Delivery Delays","Low"
2026-03-22,"Third-party Issues","Medium"
2026-01-12,"Service Quality","Medium"
2025-12-13,"Complaints Handling","Low"
2025-12-14,"Billing Issues","Low"
2026-05-30,"Billing Issues","Medium"
2025-10-12,"Product Defects","Low"
2025-12-06,"Delivery Delays","High"
2025-10-13,"Billing Issues","High"
2026-05-16,"Cancellation Requests","High"
2026-01-22,"Data/Privacy Queries","Medium"
2026-06-06,"Service Quality","Low"
2025-11-04,"Service Quality","High"
2026-04-30,"Fraud/Scam Concerns","Low"
2026-02-25,"Product Defects","Medium"
2025-10-12,"Product Defects","High"
2026-02-11,"Complaints Handling","Medium"
2025-11-17,"Fraud/Scam Concerns","Medium"
2025-11-28,"Delivery Delays","High"
2026-06-07,"Complaints Handling","Medium"
2026-05-30,"Billing Issues","Low"
2026-05-08,"Product Defects","Low"
2026-05-09,"Communication Problems","Low"
2025-10-08,"Complaints Handling","Low"
2025-11-18,"Technical Errors","High"
2025-11-27,"Fraud/Scam Concerns","High"
2026-04-28,"Service Quality","Low"
2026-04-17,"Billing Issues","Medium"
2026-04-07,"Billing Issues","Low"
2025-11-26,"Technical Errors","High"
2026-04-09,"Delivery Delays","Low"
2026-03-16,"Technical Errors","Medium"
2026-05-20,"Refund Requests","Medium"
2025-12-23,"Billing Issues","Medium"
2026-05-07,"Delivery Delays","Low"
2025-12-20,"Billing Issues","Low"
2025-11-16,"Account Access","Low"
2026-01-27,"Complaints Handling","High"
2025-10-06,"Website Problems","Medium"
2026-04-27,"Customer Behaviour","Low"
2026-03-17,"Service Quality","Low"
2026-05-09,"Technical Errors","Low"
2025-11-06,"Data/Privacy Queries","Medium"
2026-02-17,"Subscription Issues","Low"
2026-05-11,"Subscription Issues","Low"
2025-10-08,"Service Quality","Low"
2026-02-13,"Delivery Delays","High"
2025-11-02,"Product Defects","Low"
2026-06-07,"Other","Low"
2025-10-30,"Billing Issues","Medium"
2025-10-20,"Information Requests","Low"
2026-02-02,"Delivery Delays","Medium"
2026-02-10,"Account Access","Low"
2026-05-15,"Refund Requests","Medium"
2025-11-11,"Delivery Delays","Low"
2026-01-08,"Customer Behaviour","High"
2026-06-01,"Account Access","High"
2026-02-15,"Refund Requests","High"
2026-05-26,"Billing Issues","Low"
2025-12-06,"Subscription Issues","Medium"
2026-03-15,"Complaints Handling","Low"
2025-11-26,"Technical Errors","Low"
2026-01-06,"Billing Issues","Low"
2025-10-25,"Delivery Delays","Medium"
2026-03-05,"Billing Issues","High"
2026-05-11,"Complaints Handling","Low"
2026-01-21,"Customer Behaviour","Medium"
2025-12-08,"Refund Requests","Low"
2025-11-17,"Billing Issues","Low"
2026-03-21,"Billing Issues","Low"
2026-02-13,"Account Access","Low"
2026-03-08,"Billing Issues","Low"
2025-10-23,"Delivery Delays","Medium"
2025-10-30,"Product Defects","Low"
2026-03-29,"Complaints Handling","High"
2025-12-15,"Delivery Delays","Medium"
2026-02-27,"Subscription Issues","Low"
2026-01-02,"Account Access","Medium"
2025-11-23,"Subscription Issues","Low"
2026-01-31,"Product Defects","Medium"
2026-05-28,"Technical Errors","High"
2025-10-12,"Other","Low"
2026-01-18,"Fraud/Scam Concerns","Low"
2025-11-01,"Complaints Handling","Medium"
2026-04-26,"Account Access","High"
2025-11-27,"Account Access","Medium"
2025-10-28,"App Issues","Low"
2026-04-18,"Payment Failures","Medium"
2026-02-19,"Cancellation Requests","Low"
2025-10-03,"Account Access","High"
2025-10-14,"Communication Problems","Medium"
2026-04-07,"Communication Problems","Low"
2025-12-06,"Other","Medium"
2026-05-24,"Delivery Delays","Low"
2025-12-01,"Service Quality","Low"
2025-12-03,"Data/Privacy Queries","Medium"
2025-10-11,"Service Quality","Low"
2026-04-07,"Subscription Issues","Low"
2025-12-03,"Service Quality","Medium"
2026-02-02,"Delivery Delays","Low"
2025-10-28,"Billing Issues","Medium"
2025-12-16,"Delivery Delays","Medium"
2025-10-18,"Technical Errors","High"
2025-12-26,"App Issues","Low"
2025-12-14,"Billing Issues","Medium"
2025-12-29,"Information Requests","Low"
2025-11-09,"Data/Privacy Queries","Low"
2025-10-02,"Billing Issues","Medium"
2026-02-22,"Cancellation Requests","Medium"
2026-01-20,"Product Defects","Low"
2025-12-14,"Billing Issues","Low"
2025-12-07,"Billing Issues","Low"
2026-05-15,"Payment Failures","High"
2026-05-05,"Fraud/Scam Concerns","Medium"
2026-05-29,"Complaints Handling","Medium"
2025-11-22,"Fraud/Scam Concerns","High"
2026-03-09,"Refund Requests","Medium"
2026-05-25,"Complaints Handling","Medium"
2026-02-14,"Technical Errors","High"
2026-02-16,"Service Quality","High"
2026-03-23,"Website Problems","Medium"
2026-05-06,"Product Defects","High"
2025-10-17,"Billing Issues","Medium"
2026-01-26,"Customer Behaviour","Medium"
2026-04-01,"Customer Behaviour","Low"
2026-01-20,"Customer Behaviour","Medium"
2026-02-28,"Billing Issues","Low"
2026-05-24,"Delivery Delays","Low"
2026-06-03,"Technical Errors","Low"
2026-05-30,"Billing Issues","High"
2026-03-23,"Technical Errors","High"
2026-05-15,"Billing Issues","Low"
2026-01-24,"Product Defects","High"
2026-03-30,"Technical Errors","High"
2025-12-22,"Fraud/Scam Concerns","Medium"
2026-02-10,"Account Access","Low"
2025-12-04,"Fraud/Scam Concerns","High"
2026-05-15,"Cancellation Requests","Low"
2026-01-28,"Service Quality","Low"
2025-12-10,"Cancellation Requests","Medium"
2026-03-29,"Data/Privacy Queries","High"
2026-04-26,"Product Defects","High"
2026-05-31,"Cancellation Requests","Low"
2026-03-20,"Product Defects","High"
2025-10-21,"Account Access","Medium"
2026-02-09,"Technical Errors","Medium"
2026-03-15,"Cancellation Requests","Low"
2026-04-21,"Complaints Handling","Low"
2026-01-15,"Customer Behaviour","Low"
2025-12-19,"Subscription Issues","Low"
2026-03-06,"Account Access","Medium"
2026-04-26,"Product Defects","Low"
2025-11-12,"Delivery Delays","High"
2025-10-28,"Payment Failures","High"
2025-11-27,"App Issues","Medium"
2026-02-22,"Product Defects","High"
2026-05-09,"Technical Errors","Low"
2026-04-24,"Delivery Delays","Low"
2025-10-30,"Service Quality","Medium"
2026-03-09,"Billing Issues","Medium"
2025-11-05,"Billing Issues","Low"
2026-04-12,"Website Problems","Medium"
2025-11-01,"Billing Issues","High"
2026-02-07,"Communication Problems","High"
2025-12-20,"Technical Errors","Medium"
2026-02-22,"App Issues","Low"
2025-11-11,"Technical Errors","High"
2025-10-06,"Refund Requests","Medium"
2026-06-06,"Cancellation Requests","Medium"
2026-01-11,"Refund Requests","Low"
2025-10-24,"Customer Behaviour","Low"
2025-11-02,"Technical Errors","Medium"
2026-02-10,"Delivery Delays","Medium"
2026-06-02,"Billing Issues","Medium"
2025-12-29,"Delivery Delays","Medium"
2026-02-12,"Information Requests","High"
2025-10-11,"Technical Errors","Medium"
2026-05-25,"Subscription Issues","Low"
2026-03-18,"Complaints Handling","Low"
2025-10-16,"Fraud/Scam Concerns","High"
2026-06-02,"Cancellation Requests","Low"
2026-06-01,"Product Defects","Medium"
2025-10-16,"Refund Requests","Low"
2025-12-18,"Billing Issues","Medium"
2026-04-03,"Fraud/Scam Concerns","Low"
2026-03-10,"Customer Behaviour","Low"
2026-03-01,"Delivery Delays","High"
2026-02-04,"Technical Errors","High"
2026-03-27,"Technical Errors","Low"
2026-06-05,"Delivery Delays","Low"
2025-10-20,"Billing Issues","Low"
2025-12-31,"Delivery Delays","High"
2026-02-04,"Complaints Handling","Low"
2026-04-01,"Delivery Delays","Low"
2026-04-04,"Account Access","Low"
2026-03-17,"Billing Issues","Low"
2026-04-13,"Complaints Handling","Low"
2026-03-24,"Service Quality","Low"
2025-12-21,"Payment Failures","Low"
2026-01-16,"Billing Issues","High"
2026-03-23,"Data/Privacy Queries","Low"
2025-10-25,"Billing Issues","Medium"
2025-12-11,"Billing Issues","Low"
2026-01-11,"App Issues","Medium"
2026-02-18,"Account Access","Low"
2026-01-16,"Payment Failures","Medium"
2025-10-10,"App Issues","Low"
2026-02-10,"App Issues","Low"
2026-02-03,"Website Problems","Medium"
2025-12-08,"Product Defects","Medium"
2026-01-22,"Information Requests","High"
2026-04-24,"Technical Errors","High"
2025-12-02,"Subscription Issues","Low"
2026-06-07,"Communication Problems","Medium"
2026-04-03,"Delivery Delays","Low"
2026-06-05,"Cancellation Requests","Low"
2025-12-27,"Account Access","Low"
2026-03-10,"Technical Errors","High"
2026-02-06,"Account Access","Low"
2025-12-11,"Account Access","Low"
2026-02-20,"Complaints Handling","Low"
2026-05-29,"Refund Requests","High"
2026-03-25,"Complaints Handling","Low"
2025-12-04,"Complaints Handling","Low"
2026-01-24,"Delivery Delays","High"
2026-05-17,"Payment Failures","Low"
2025-12-13,"Technical Errors","Medium"
2026-01-27,"Delivery Delays","High"
2025-10-23,"Account Access","Medium"
2026-03-06,"Complaints Handling","Low"
2026-01-19,"Payment Failures","High"
2026-01-08,"Information Requests","Low"
2025-11-09,"Refund Requests","Medium"
2026-01-13,"Cancellation Requests","Low"
2025-10-09,"Subscription Issues","Low"
2025-11-24,"Technical Errors","Low"
2025-10-06,"Communication Problems","Low"
2026-04-08,"Service Quality","Medium"
2026-01-11,"Product Defects","Low"
2025-12-27,"Customer Behaviour","Medium"
2026-05-28,"Fraud/Scam Concerns","Low"
2026-02-03,"Billing Issues","High"
2026-03-15,"Service Quality","High"
2025-12-26,"Billing Issues","Low"
2026-04-18,"Delivery Delays","High"
2026-03-22,"Technical Errors","High"
2025-12-09,"Data/Privacy Queries","Low"
2026-02-05,"Delivery Delays","Low"
2026-04-15,"Customer Behaviour","Low"
2025-10-20,"Fraud/Scam Concerns","High"
2026-01-06,"Cancellation Requests","Low"
2026-04-13,"Service Quality","Medium"
2026-01-01,"Service Quality","High"
2026-02-06,"Delivery Delays","Low"
2025-10-25,"Data/Privacy Queries","Low"
2026-01-15,"Service Quality","Low"
2026-04-06,"Billing Issues","High"
2026-05-27,"Billing Issues","Medium"
2026-03-05,"Billing Issues","Medium"
2025-11-10,"Cancellation Requests","Medium"
2026-03-20,"Fraud/Scam Concerns","High"
2025-10-14,"Information Requests","Low"
2025-11-08,"Billing Issues","Low"
2026-02-15,"Customer Behaviour","Low"
2025-12-26,"Third-party Issues","Medium"
2026-04-09,"Data/Privacy Queries","Medium"
2025-10-01,"Subscription Issues","Medium"
2026-05-03,"Customer Behaviour","High"
2026-01-16,"Information Requests","Low"
2026-04-28,"Subscription Issues","Medium"
2026-05-26,"Cancellation Requests","Low"
2026-01-15,"Billing Issues","Medium"
2026-02-05,"Refund Requests","Low"
2026-05-26,"Delivery Delays","High"
2026-03-16,"Website Problems","Medium"
2026-03-15,"Payment Failures","Low"
2026-03-19,"Third-party Issues","Medium"
2026-06-01,"Technical Errors","Medium"
2026-03-28,"Billing Issues","Low"
2026-01-31,"Complaints Handling","Medium"
2026-05-05,"Fraud/Scam Concerns","High"
2026-05-17,"Payment Failures","Low"
2026-03-21,"Fraud/Scam Concerns","Low"
2026-03-10,"Billing Issues","High"
2026-01-21,"Service Quality","Medium"
2025-11-10,"Product Defects","High"
2025-10-08,"Cancellation Requests","Low"
2025-10-23,"Service Quality","Low"
2026-02-25,"Product Defects","Medium"
2026-05-30,"Product Defects","Low"
2026-01-18,"Information Requests","Low"
2025-11-15,"Information Requests","Medium"
2026-01-20,"Complaints Handling","Medium"
2026-06-08,"Other","Medium"
2026-03-29,"Payment Failures","Medium"
2026-03-07,"Delivery Delays","Low"
2026-03-17,"Delivery Delays","Medium"
2026-02-15,"Payment Failures","High"
2025-11-03,"Billing Issues","Medium"
2026-02-26,"Account Access","Low"
2026-03-18,"Complaints Handling","High"
2026-04-01,"Service Quality","High"
2026-06-01,"Customer Behaviour","Low"
2025-10-22,"Account Access","Low"
2026-02-17,"Technical Errors","Medium"
2026-05-14,"Service Quality","Low"
2025-11-22,"Customer Behaviour","Low"
2026-03-27,"Service Quality","Low"
2025-10-03,"Customer Behaviour","High"
2026-02-08,"Cancellation Requests","Medium"
2025-10-26,"Delivery Delays","Low"
2026-01-14,"Technical Errors","Low"
2026-01-11,"Service Quality","High"
2026-04-10,"Payment Failures","Low"
2026-04-18,"Customer Behaviour","Medium"
2026-02-04,"Billing Issues","Low"
2026-04-01,"Billing Issues","Medium"
2025-10-15,"Billing Issues","Low"
2025-11-26,"Technical Errors","Medium"
2026-01-21,"Technical Errors","High"
2026-04-16,"Delivery Delays","Low"
2026-04-20,"Fraud/Scam Concerns","Medium"
2025-12-01,"Delivery Delays","High"
2026-06-08,"Refund Requests","Low"
2026-01-17,"Customer Behaviour","Medium"
2025-11-20,"Refund Requests","Low"
2025-11-27,"Customer Behaviour","High"
2026-03-05,"Delivery Delays","Low"
2025-11-23,"Technical Errors","High"
2026-05-27,"Billing Issues","Low"
2025-12-01,"Technical Errors","Low"
2025-12-15,"Product Defects","High"
2026-05-23,"Account Access","Medium"
2026-02-27,"Service Quality","Low"
2026-02-12,"Product Defects","High"
2025-11-27,"Customer Behaviour","Low"
2025-10-20,"Technical Errors","Low"
2025-10-15,"Customer Behaviour","Low"
2026-03-10,"Refund Requests","Medium"
2026-06-02,"Information Requests","Low"
2025-11-09,"Cancellation Requests","Low"
2026-05-01,"Delivery Delays","Medium"
2025-10-13,"Cancellation Requests","Low"
2025-10-17,"Service Quality","Low"
2025-12-02,"Payment Failures","Medium"
2026-01-02,"Product Defects","Medium"
2026-05-09,"Product Defects","Low"
2026-03-22,"Cancellation Requests","Medium"
2025-10-12,"Fraud/Scam Concerns","High"
2026-01-14,"Billing Issues","Low"
2025-12-20,"Technical Errors","Low"
2025-11-30,"Billing Issues","Medium"
2026-02-25,"Information Requests","Low"
2025-10-07,"Fraud/Scam Concerns","High"
